Run,LocalTime,Time,Altitude,Distance,HeartRate,Speed,VerticalSpeed,Cadence
One,2016-10-02 16:51:37,33.07,28,5835,152,2.7,0.11,84
One,2016-10-02 16:51:38,33.08,28,5838,151,2.7,0.11,82
One,2016-10-02 16:51:39,33.10,28,5840,151,2.7,0.11,83
One,2016-10-02 16:51:40,33.12,28,5843,151,2.7,0.11,83
One,2016-10-02 16:51:41,33.13,29,5846,151,2.7,0.11,83
One,2016-10-02 16:51:42,33.15,28,5849,151,2.7,0.11,84
One,2016-10-02 16:51:43,33.17,28,5851,150,2.7,0.11,83
One,2016-10-02 16:51:44,33.18,28,5854,150,2.7,0.11,84
One,2016-10-02 16:51:45,33.20,28,5857,150,2.7,0.11,83
One,2016-10-02 16:51:46,33.22,29,5859,150,2.7,0.11,83
One,2016-10-02 16:51:47,33.23,29,5862,150,2.7,0.11,84
One,2016-10-02 16:51:48,33.25,29,5864,149,2.7,0.11,83
One,2016-10-02 16:51:49,33.27,29,5867,148,2.7,0.11,83
One,2016-10-02 16:51:50,33.28,29,5870,148,2.7,0.11,84
One,2016-10-02 16:51:51,33.30,29,5873,148,2.7,0.11,84
One,2016-10-02 16:51:52,33.32,29,5876,148,2.7,0.11,90
One,2016-10-02 16:51:53,33.33,29,5879,148,2.7,0.11,85
One,2016-10-02 16:51:54,33.35,29,5883,148,2.7,0.1,84
One,2016-10-02 16:51:55,33.37,29,5886,148,2.7,0.1,84
One,2016-10-02 16:51:56,33.38,28,5889,148,2.7,0.1,84
One,2016-10-02 16:51:57,33.40,28,5891,149,2.7,0.1,84
One,2016-10-02 16:51:58,33.42,29,5894,149,2.7,0.1,84
One,2016-10-02 16:51:59,33.43,29,5898,150,2.8,0.1,83
One,2016-10-02 16:52:00,33.45,29,5901,149,2.8,0.08,83
One,2016-10-02 16:52:01,33.47,28,5904,149,2.8,0.08,83
One,2016-10-02 16:52:02,33.48,28,5907,149,2.8,0.08,90
One,2016-10-02 16:52:03,33.50,28,5909,150,2.8,0.06,83
One,2016-10-02 16:52:04,33.52,28,5912,150,2.8,0.06,83
One,2016-10-02 16:52:05,33.53,28,5915,149,2.8,0.05,83
One,2016-10-02 16:52:06,33.55,28,5918,149,2.8,0.05,83
One,2016-10-02 16:52:07,33.57,28,5920,150,2.8,0.05,82
One,2016-10-02 16:52:08,33.58,29,5923,150,2.8,0.03,82
One,2016-10-02 16:52:09,33.60,29,5925,149,2.8,0.03,82
One,2016-10-02 16:52:10,33.62,28,5928,149,2.8,0.01,82
One,2016-10-02 16:52:11,33.63,28,5931,150,2.8,0.01,89
One,2016-10-02 16:52:12,33.65,28,5934,148,2.8,0.01,83
One,2016-10-02 16:52:13,33.67,28,5937,148,2.8,0,83
One,2016-10-02 16:52:14,33.68,28,5939,148,2.8,0,84
One,2016-10-02 16:52:15,33.70,28,5942,147,2.8,0,84
One,2016-10-02 16:52:16,33.72,28,5945,147,2.8,0,83
One,2016-10-02 16:52:17,33.73,28,5947,147,2.8,-0.01,83
One,2016-10-02 16:52:18,33.75,28,5950,146,2.8,-0.01,84
One,2016-10-02 16:52:19,33.77,28,5953,146,2.8,-0.03,84
One,2016-10-02 16:52:20,33.78,28,5956,146,2.8,-0.03,84
One,2016-10-02 16:52:21,33.80,28,5959,146,2.8,-0.05,84
One,2016-10-02 16:52:22,33.82,28,5962,146,2.8,-0.05,84
One,2016-10-02 16:52:23,33.83,28,5964,146,2.8,-0.06,84
One,2016-10-02 16:52:24,33.85,28,5967,146,2.8,-0.06,84
One,2016-10-02 16:52:25,33.87,28,5970,146,2.8,-0.05,84
One,2016-10-02 16:52:26,33.88,28,5973,146,2.8,-0.05,85
One,2016-10-02 16:52:27,33.90,28,5976,146,2.8,-0.05,85
One,2016-10-02 16:52:28,33.92,28,5978,145,2.8,-0.03,84
One,2016-10-02 16:52:29,33.93,28,5981,145,2.8,-0.03,84
One,2016-10-02 16:52:30,33.95,28,5983,145,2.8,-0.03,89
One,2016-10-02 16:52:31,33.97,29,5985,144,2.8,-0.01,82
One,2016-10-02 16:52:32,33.98,29,5988,144,2.8,-0.01,82
One,2016-10-02 16:52:33,34.00,28,5990,144,2.7,-0.01,82
One,2016-10-02 16:52:34,34.02,28,5992,144,2.7,0,83
One,2016-10-02 16:52:35,34.03,28,5995,144,2.7,0,88
One,2016-10-02 16:52:36,34.05,28,5998,144,2.7,0,83
One,2016-10-02 16:52:37,34.07,28,6001,145,2.7,0,84
One,2016-10-02 16:52:38,34.08,28,6004,145,2.7,0,83
One,2016-10-02 16:52:39,34.10,28,6007,145,2.7,0,83
One,2016-10-02 16:52:40,34.12,28,6010,145,2.8,0,83
One,2016-10-02 16:52:41,34.13,28,6013,145,2.8,0,83
One,2016-10-02 16:52:42,34.15,28,6016,145,2.8,0,84
One,2016-10-02 16:52:43,34.17,28,6019,146,2.8,0,84
One,2016-10-02 16:52:44,34.18,28,6022,146,2.8,0.01,83
One,2016-10-02 16:52:45,34.20,28,6025,146,2.8,0.01,84
One,2016-10-02 16:52:46,34.22,28,6027,146,2.8,0.01,84
One,2016-10-02 16:52:47,34.23,28,6030,146,2.8,0.01,84
One,2016-10-02 16:52:48,34.25,28,6033,146,2.8,0.01,84
One,2016-10-02 16:52:49,34.27,28,6035,146,2.8,0.01,90
One,2016-10-02 16:52:50,34.28,28,6038,146,2.8,0.01,84
One,2016-10-02 16:52:51,34.30,28,6041,147,2.8,0.01,84
One,2016-10-02 16:52:52,34.32,28,6045,147,2.8,0.01,85
One,2016-10-02 16:52:53,34.33,28,6048,147,2.8,0,84
One,2016-10-02 16:52:54,34.35,29,6051,147,2.8,0,84
One,2016-10-02 16:52:55,34.37,29,6054,148,2.8,0,85
One,2016-10-02 16:52:56,34.38,29,6057,148,2.8,0,84
One,2016-10-02 16:52:57,34.40,29,6060,148,2.9,0,85
One,2016-10-02 16:52:58,34.42,30,6063,148,2.9,0,84
One,2016-10-02 16:52:59,34.43,30,6066,148,2.9,0,84
One,2016-10-02 16:53:00,34.45,30,6070,148,2.9,0,84
One,2016-10-02 16:53:01,34.47,30,6072,149,2.9,0,84
One,2016-10-02 16:53:02,34.48,30,6075,149,2.9,0,84
One,2016-10-02 16:53:03,34.50,30,6078,149,2.9,0,84
One,2016-10-02 16:53:04,34.52,30,6081,149,2.9,0.01,84
One,2016-10-02 16:53:05,34.53,30,6084,149,2.9,0.01,84
One,2016-10-02 16:53:06,34.55,30,6087,149,2.9,0.03,92
One,2016-10-02 16:53:07,34.57,30,6090,149,2.9,0.03,85
One,2016-10-02 16:53:08,34.58,30,6093,149,2.9,0.05,93
One,2016-10-02 16:53:09,34.60,30,6096,149,2.9,0.05,86
One,2016-10-02 16:53:10,34.62,30,6099,148,2.9,0.05,86
One,2016-10-02 16:53:11,34.63,30,6102,148,2.9,0.06,84
One,2016-10-02 16:53:12,34.65,30,6105,148,2.9,0.06,85
One,2016-10-02 16:53:13,34.67,30,6109,147,2.9,0.06,83
One,2016-10-02 16:53:14,34.68,30,6112,147,2.9,0.06,85
One,2016-10-02 16:53:15,34.70,30,6115,147,2.9,0.06,85
One,2016-10-02 16:53:16,34.72,30,6118,147,2.9,0.06,85
One,2016-10-02 16:53:17,34.73,30,6121,147,3,0.06,85
One,2016-10-02 16:53:18,34.75,30,6125,147,3,0.06,85
One,2016-10-02 16:53:19,34.77,30,6128,147,3,0.06,85
One,2016-10-02 16:53:20,34.78,30,6131,147,3,0.06,85
One,2016-10-02 16:53:21,34.80,30,6134,147,3,0.05,85
One,2016-10-02 16:53:22,34.82,30,6138,146,3,0.05,85
One,2016-10-02 16:53:23,34.83,30,6141,146,3,0.05,85
One,2016-10-02 16:53:24,34.85,30,6143,145,3,0.03,84
One,2016-10-02 16:53:25,34.87,30,6146,145,3,0.03,84
One,2016-10-02 16:53:26,34.88,30,6149,146,3,0.03,85
One,2016-10-02 16:53:27,34.90,30,6152,145,3,0.01,91
One,2016-10-02 16:53:28,34.92,30,6156,145,3,0.01,86
One,2016-10-02 16:53:29,34.93,30,6159,144,3,0.01,86
One,2016-10-02 16:53:30,34.95,30,6162,144,3,0.01,86
One,2016-10-02 16:53:31,34.97,30,6166,143,3,0.01,86
One,2016-10-02 16:53:32,34.98,30,6169,143,3,0.01,85
One,2016-10-02 16:53:33,35.00,30,6173,143,3,0,85
One,2016-10-02 16:53:34,35.02,30,6176,143,3,0,91
One,2016-10-02 16:53:35,35.03,30,6179,143,3,0,82
One,2016-10-02 16:53:36,35.05,30,6182,143,3,0,82
One,2016-10-02 16:53:37,35.07,30,6186,143,3,0,82
One,2016-10-02 16:53:38,35.08,30,6189,142,3,0,82
One,2016-10-02 16:53:39,35.10,30,6192,142,3,0,84
One,2016-10-02 16:53:40,35.12,30,6195,141,3,0,85
One,2016-10-02 16:53:41,35.13,30,6199,141,3,0,85
One,2016-10-02 16:53:42,35.15,30,6202,140,3,0,86
One,2016-10-02 16:53:43,35.17,30,6205,140,3,0,85
One,2016-10-02 16:53:44,35.18,30,6209,140,3.1,0,85
One,2016-10-02 16:53:45,35.20,30,6212,140,3.1,0,85
One,2016-10-02 16:53:46,35.22,30,6215,140,3.1,0,92
One,2016-10-02 16:53:47,35.23,31,6219,140,3.1,0,86
One,2016-10-02 16:53:48,35.25,31,6222,140,3.1,0,85
One,2016-10-02 16:53:49,35.27,31,6225,139,3.1,0,86
One,2016-10-02 16:53:50,35.28,31,6228,139,3.1,0,86
One,2016-10-02 16:53:51,35.30,31,6231,140,3.1,0,84
One,2016-10-02 16:53:52,35.32,31,6235,140,3.1,0,85
One,2016-10-02 16:53:53,35.33,31,6238,140,3.1,0,85
One,2016-10-02 16:53:54,35.35,31,6241,140,3.1,0.01,85
One,2016-10-02 16:53:55,35.37,31,6244,140,3.1,0.01,85
One,2016-10-02 16:53:56,35.38,31,6247,141,3.1,0.01,86
One,2016-10-02 16:53:57,35.40,31,6251,141,3.1,0.01,86
One,2016-10-02 16:53:58,35.42,31,6254,141,3.1,0.01,86
One,2016-10-02 16:53:59,35.43,31,6257,141,3.1,0.01,85
One,2016-10-02 16:54:00,35.45,31,6260,141,3.1,0.03,85
One,2016-10-02 16:54:01,35.47,32,6264,141,3.1,0.03,85
One,2016-10-02 16:54:02,35.48,32,6267,140,3.1,0.03,91
One,2016-10-02 16:54:03,35.50,32,6270,140,3.1,0.03,84
One,2016-10-02 16:54:04,35.52,32,6272,141,3.1,0.05,85
One,2016-10-02 16:54:05,35.53,32,6275,141,3.1,0.05,89
One,2016-10-02 16:54:06,35.55,32,6278,140,3.1,0.05,82
One,2016-10-02 16:54:07,35.57,32,6281,140,3.1,0.05,82
One,2016-10-02 16:54:08,35.58,31,6284,139,3.1,0.05,81
One,2016-10-02 16:54:09,35.60,31,6286,139,3.1,0.06,82
One,2016-10-02 16:54:10,35.62,31,6289,139,3,0.06,82
One,2016-10-02 16:54:11,35.63,30,6292,139,3,0.06,82
One,2016-10-02 16:54:12,35.65,30,6295,139,3.1,0.06,82
One,2016-10-02 16:54:13,35.67,29,6299,139,3.1,0.06,83
One,2016-10-02 16:54:14,35.68,29,6302,138,3.1,0.06,83
One,2016-10-02 16:54:15,35.70,28,6305,137,3.1,0.06,84
One,2016-10-02 16:54:16,35.72,28,6308,136,3.1,0.05,84
One,2016-10-02 16:54:17,35.73,28,6310,136,3,0.01,84
One,2016-10-02 16:54:18,35.75,27,6312,135,3,0,84
One,2016-10-02 16:54:19,35.77,27,6315,135,3,0,84
One,2016-10-02 16:54:20,35.78,26,6319,136,3,-0.03,82
One,2016-10-02 16:54:21,35.80,26,6322,137,3,-0.05,84
One,2016-10-02 16:54:22,35.82,26,6326,137,3,-0.06,85
One,2016-10-02 16:54:23,35.83,26,6329,138,3.1,-0.1,86
One,2016-10-02 16:54:24,35.85,26,6332,138,3.1,-0.11,92
One,2016-10-02 16:54:25,35.87,26,6336,138,3.1,-0.13,88
One,2016-10-02 16:54:26,35.88,26,6339,139,3.1,-0.13,87
One,2016-10-02 16:54:27,35.90,26,6342,140,3.1,-0.15,87
One,2016-10-02 16:54:28,35.92,26,6345,139,3.1,-0.16,87
One,2016-10-02 16:54:29,35.93,26,6347,139,3.1,-0.18,85
One,2016-10-02 16:54:30,35.95,27,6350,140,3,-0.2,86
One,2016-10-02 16:54:31,35.97,27,6353,140,3,-0.21,93
One,2016-10-02 16:54:32,35.98,27,6356,140,3,-0.21,86
One,2016-10-02 16:54:33,36.00,28,6359,140,3,-0.21,86
One,2016-10-02 16:54:34,36.02,29,6362,140,3,-0.2,86
One,2016-10-02 16:54:35,36.03,30,6365,140,3,-0.2,86
One,2016-10-02 16:54:36,36.05,30,6368,140,3,-0.2,85
One,2016-10-02 16:54:37,36.07,30,6372,139,3.1,-0.2,87
One,2016-10-02 16:54:38,36.08,30,6375,139,3.1,-0.2,87
One,2016-10-02 16:54:39,36.10,30,6379,140,3.1,-0.18,87
One,2016-10-02 16:54:40,36.12,30,6382,140,3.1,-0.15,86
One,2016-10-02 16:54:41,36.13,30,6385,141,3.1,-0.11,86
One,2016-10-02 16:54:42,36.15,30,6388,140,3.1,-0.08,86
One,2016-10-02 16:54:43,36.17,29,6391,140,3.1,-0.05,89
One,2016-10-02 16:54:44,36.18,29,6394,140,3.1,-0.01,81
One,2016-10-02 16:54:45,36.20,29,6397,140,3.1,0,82
One,2016-10-02 16:54:46,36.22,29,6401,140,3.1,0.01,83
One,2016-10-02 16:54:47,36.23,29,6404,140,3.1,0.05,82
One,2016-10-02 16:54:48,36.25,28,6407,140,3.1,0.06,83
One,2016-10-02 16:54:49,36.27,28,6410,140,3.1,0.06,85
One,2016-10-02 16:54:50,36.28,28,6413,140,3.1,0.08,85
One,2016-10-02 16:54:51,36.30,28,6416,140,3.1,0.08,85
One,2016-10-02 16:54:52,36.32,28,6419,139,3.1,0.08,84
One,2016-10-02 16:54:53,36.33,28,6422,139,3.1,0.1,84
One,2016-10-02 16:54:54,36.35,28,6424,138,3,0.1,84
One,2016-10-02 16:54:55,36.37,28,6426,138,3,0.1,83
One,2016-10-02 16:54:56,36.38,28,6429,138,3,0.1,83
One,2016-10-02 16:54:57,36.40,29,6433,138,3,0.08,83
One,2016-10-02 16:54:59,36.42,29,6436,139,3,0.06,83
One,2016-10-02 16:54:59,36.43,29,6436,139,3,0.06,83
One,2016-10-02 16:55:00,36.45,29,6439,139,3,0.06,83
One,2016-10-02 16:55:01,36.47,29,6442,140,3,0.05,88
One,2016-10-02 16:55:01,36.48,29,6445,140,3,0.05,83
One,2016-10-02 16:55:02,36.50,29,6448,140,3,0.05,81
One,2016-10-02 16:55:03,36.52,29,6451,141,3,0.05,78
One,2016-10-02 16:55:04,36.53,30,6454,141,3,0.03,84
One,2016-10-02 16:55:05,36.55,30,6457,142,3.1,0.01,85
One,2016-10-02 16:55:06,36.57,30,6461,142,3.1,0.01,87
One,2016-10-02 16:55:07,36.58,30,6464,143,3.1,0,81
One,2016-10-02 16:55:08,36.60,30,6467,142,3.1,0,88
One,2016-10-02 16:55:09,36.62,30,6470,141,3.1,0,82
One,2016-10-02 16:55:10,36.63,30,6473,140,3.1,0,82
One,2016-10-02 16:55:11,36.65,30,6476,140,3.1,-0.01,83
One,2016-10-02 16:55:12,36.67,30,6479,140,3.1,0,90
One,2016-10-02 16:55:13,36.68,30,6482,140,3.1,0,84
One,2016-10-02 16:55:14,36.70,30,6485,141,3.1,0,82
One,2016-10-02 16:55:15,36.72,30,6488,141,3.1,0,82
One,2016-10-02 16:55:16,36.73,29,6492,141,3.1,0.01,84
One,2016-10-02 16:55:17,36.75,29,6495,142,3.1,0.01,84
One,2016-10-02 16:55:18,36.77,29,6498,143,3.1,0.03,86
One,2016-10-02 16:55:19,36.78,29,6501,143,3.1,0.03,91
One,2016-10-02 16:55:20,36.80,29,6504,144,3.1,0.03,81
One,2016-10-02 16:55:21,36.82,28,6507,144,3.1,0.03,84
One,2016-10-02 16:55:22,36.83,28,6510,144,3.1,0.03,78
One,2016-10-02 16:55:23,36.85,28,6514,145,3.1,0.03,79
One,2016-10-02 16:55:24,36.87,28,6516,144,3.1,0.03,76
One,2016-10-02 16:55:25,36.88,28,6519,144,3.1,0.03,79
One,2016-10-02 16:55:26,36.90,28,6522,144,3,0.01,82
One,2016-10-02 16:55:27,36.92,28,6525,144,3,0.01,85
One,2016-10-02 16:55:28,36.93,28,6528,145,3,0.01,86
One,2016-10-02 16:55:29,36.95,28,6531,145,3.1,0,85
One,2016-10-02 16:55:30,36.97,27,6535,146,3.1,0,91
One,2016-10-02 16:55:31,36.98,27,6538,146,3.1,0,85
One,2016-10-02 16:55:32,37.00,27,6541,146,3.1,-0.01,85
One,2016-10-02 16:55:33,37.02,28,6544,147,3.1,-0.03,86
One,2016-10-02 16:55:34,37.03,28,6547,147,3.1,-0.03,86
One,2016-10-02 16:55:35,37.05,27,6549,147,3,-0.05,85
One,2016-10-02 16:55:36,37.07,28,6552,147,3,-0.05,87
One,2016-10-02 16:55:37,37.08,27,6555,147,3,-0.06,86
One,2016-10-02 16:55:38,37.10,27,6558,147,3,-0.06,86
One,2016-10-02 16:55:39,37.12,27,6562,148,3.1,-0.06,86
One,2016-10-02 16:55:40,37.13,27,6565,148,3.1,-0.08,92
One,2016-10-02 16:55:41,37.15,27,6568,147,3.1,-0.08,84
One,2016-10-02 16:55:42,37.17,27,6571,147,3.1,-0.08,85
One,2016-10-02 16:55:43,37.18,27,6574,148,3.1,-0.08,85
One,2016-10-02 16:55:44,37.20,27,6577,149,3.1,-0.08,85
One,2016-10-02 16:55:45,37.22,27,6581,149,3.1,-0.08,85
One,2016-10-02 16:55:46,37.23,27,6584,150,3.1,-0.08,85
One,2016-10-02 16:55:47,37.25,27,6587,149,3.1,-0.08,87
One,2016-10-02 16:55:48,37.27,27,6590,149,3.1,-0.06,85
One,2016-10-02 16:55:49,37.28,27,6593,150,3.1,-0.06,85
One,2016-10-02 16:55:50,37.30,27,6596,150,3.1,-0.06,85
One,2016-10-02 16:55:51,37.32,27,6599,150,3.1,-0.06,86
One,2016-10-02 16:55:52,37.33,27,6602,150,3.1,-0.05,86
One,2016-10-02 16:55:53,37.35,27,6605,150,3.1,-0.05,86
One,2016-10-02 16:55:54,37.37,27,6608,150,3.1,-0.05,86
One,2016-10-02 16:55:55,37.38,27,6611,150,3.1,-0.05,85
One,2016-10-02 16:55:56,37.40,27,6614,149,3.1,-0.03,86
One,2016-10-02 16:55:58,37.42,27,6617,147,3.1,-0.03,85
One,2016-10-02 16:55:58,37.43,27,6620,147,3.1,-0.03,85
One,2016-10-02 16:55:59,37.45,27,6623,146,3.1,-0.03,90
One,2016-10-02 16:56:00,37.47,27,6626,144,3,-0.03,84
One,2016-10-02 16:56:01,37.48,27,6628,144,3,-0.01,83
One,2016-10-02 16:56:02,37.50,27,6631,144,3,-0.01,83
One,2016-10-02 16:56:03,37.52,27,6634,143,3,-0.01,83
One,2016-10-02 16:56:04,37.53,27,6636,142,3,-0.01,83
One,2016-10-02 16:56:05,37.55,27,6636,142,3,-0.01,84
One,2016-10-02 16:56:06,37.57,26,6644,142,3.1,-0.01,84
One,2016-10-02 16:56:07,37.58,26,6649,143,3.1,-0.01,84
One,2016-10-02 16:56:08,37.60,26,6652,144,3.1,-0.01,84
One,2016-10-02 16:56:09,37.62,26,6655,145,3.1,-0.01,84
One,2016-10-02 16:56:10,37.63,26,6659,146,3.1,-0.03,84
One,2016-10-02 16:56:11,37.65,25,6663,147,3.1,-0.03,84
One,2016-10-02 16:56:12,37.67,25,6666,147,3.1,-0.03,84
One,2016-10-02 16:56:13,37.68,25,6669,149,3.1,-0.05,84
One,2016-10-02 16:56:14,37.70,25,6672,150,3.1,-0.05,84
One,2016-10-02 16:56:15,37.72,25,6675,150,3.1,-0.05,84
One,2016-10-02 16:56:16,37.73,25,6678,150,3.1,-0.05,84
One,2016-10-02 16:56:17,37.75,25,6681,149,3.1,-0.05,84
One,2016-10-02 16:56:18,37.77,25,6684,149,3.1,-0.05,89
One,2016-10-02 16:56:19,37.78,25,6686,150,3.1,-0.06,82
One,2016-10-02 16:56:20,37.80,25,6689,149,3.1,-0.06,83
One,2016-10-02 16:56:21,37.82,25,6692,149,3.1,-0.06,81
One,2016-10-02 16:56:22,37.83,25,6696,150,3.1,-0.06,80
One,2016-10-02 16:56:23,37.85,25,6700,149,3.1,-0.06,81
One,2016-10-02 16:56:24,37.87,25,6703,149,3.1,-0.06,81
One,2016-10-02 16:56:25,37.88,25,6706,149,3.1,-0.06,89
One,2016-10-02 16:56:26,37.90,25,6708,149,3.1,-0.06,81
One,2016-10-02 16:56:27,37.92,25,6712,149,3.1,-0.06,89
One,2016-10-02 16:56:28,37.93,25,6715,149,3.1,-0.06,83
One,2016-10-02 16:56:29,37.95,25,6717,148,3.1,-0.06,83
One,2016-10-02 16:56:30,37.97,25,6720,148,3.1,-0.06,83
One,2016-10-02 16:56:31,37.98,25,6722,147,3,-0.06,83
One,2016-10-02 16:56:32,38.00,26,6724,147,3,-0.06,84
One,2016-10-02 16:56:33,38.02,26,6727,147,3,-0.05,85
One,2016-10-02 16:56:34,38.03,26,6730,147,3,-0.05,86
One,2016-10-02 16:56:35,38.05,26,6733,147,3,-0.03,85
One,2016-10-02 16:56:36,38.07,26,6737,146,3,-0.03,86
One,2016-10-02 16:56:37,38.08,26,6740,146,3.1,-0.01,91
One,2016-10-02 16:56:38,38.10,26,6743,146,3,-0.01,84
One,2016-10-02 16:56:39,38.12,26,6746,146,3,0,84
One,2016-10-02 16:56:40,38.13,26,6749,146,3,0,84
One,2016-10-02 16:56:41,38.15,26,6752,146,3.1,0,84
One,2016-10-02 16:56:42,38.17,26,6756,146,3.1,0,84
One,2016-10-02 16:56:43,38.18,25,6759,146,3.1,0,85
One,2016-10-02 16:56:44,38.20,25,6762,145,3.1,0,85
One,2016-10-02 16:56:45,38.22,25,6765,143,3.1,0,85
One,2016-10-02 16:56:46,38.23,25,6768,143,3.1,0,85
One,2016-10-02 16:56:47,38.25,25,6771,142,3.1,0,85
One,2016-10-02 16:56:48,38.27,25,6774,142,3.1,0,85
One,2016-10-02 16:56:49,38.28,25,6777,142,3,0,85
One,2016-10-02 16:56:50,38.30,25,6779,143,3,0,85
One,2016-10-02 16:56:51,38.32,25,6782,143,3,0,85
One,2016-10-02 16:56:52,38.33,25,6785,143,3,0,85
One,2016-10-02 16:56:53,38.35,25,6788,142,3,0,85
One,2016-10-02 16:56:54,38.37,25,6792,142,3,0,84
One,2016-10-02 16:56:55,38.38,24,6795,143,3.1,0,85
One,2016-10-02 16:56:56,38.40,24,6799,143,3.1,0,91
One,2016-10-02 16:56:57,38.42,24,6801,143,3.1,0,90
One,2016-10-02 16:56:58,38.43,24,6804,144,3.1,-0.01,84
One,2016-10-02 16:56:59,38.45,23,6807,144,3,-0.01,86
One,2016-10-02 16:57:00,38.47,23,6810,144,3,-0.03,84
One,2016-10-02 16:57:01,38.48,23,6812,144,3,-0.03,85
One,2016-10-02 16:57:02,38.50,23,6815,145,3,-0.05,84
One,2016-10-02 16:57:03,38.52,23,6819,145,3,-0.05,85
One,2016-10-02 16:57:04,38.53,24,6822,145,3,-0.05,85
One,2016-10-02 16:57:05,38.55,24,6825,144,3,-0.06,85
One,2016-10-02 16:57:06,38.57,24,6828,144,3,-0.06,85
One,2016-10-02 16:57:07,38.58,24,6831,145,3,-0.06,85
One,2016-10-02 16:57:08,38.60,23,6834,145,3,-0.08,85
One,2016-10-02 16:57:09,38.62,23,6837,145,3,-0.08,84
One,2016-10-02 16:57:10,38.63,23,6841,145,3.1,-0.08,84
One,2016-10-02 16:57:11,38.65,23,6844,144,3.1,-0.08,84
One,2016-10-02 16:57:12,38.67,23,6847,144,3.1,-0.08,84
One,2016-10-02 16:57:13,38.68,24,6850,145,3.1,-0.08,84
One,2016-10-02 16:57:14,38.70,23,6853,145,3.1,-0.08,84
One,2016-10-02 16:57:15,38.72,24,6856,146,3.1,-0.08,88
One,2016-10-02 16:57:16,38.73,24,6859,145,3.1,-0.06,83
One,2016-10-02 16:57:17,38.75,24,6862,145,3.1,-0.06,83
One,2016-10-02 16:57:18,38.77,24,6865,144,3.1,-0.06,82
One,2016-10-02 16:57:19,38.78,24,6869,144,3.1,-0.06,82
One,2016-10-02 16:57:20,38.80,23,6871,144,3,-0.05,82
One,2016-10-02 16:57:21,38.82,24,6874,144,3,-0.05,84
One,2016-10-02 16:57:22,38.83,24,6877,143,3,-0.05,92
One,2016-10-02 16:57:23,38.85,23,6880,143,3.1,-0.03,85
One,2016-10-02 16:57:24,38.87,23,6884,143,3.1,-0.03,86
One,2016-10-02 16:57:25,38.88,23,6887,144,3.1,-0.03,86
One,2016-10-02 16:57:26,38.90,23,6890,144,3.1,-0.01,92
One,2016-10-02 16:57:27,38.92,23,6893,144,3.1,-0.01,83
One,2016-10-02 16:57:28,38.93,23,6895,144,3,-0.01,84
One,2016-10-02 16:57:29,38.95,23,6897,144,3,-0.01,85
One,2016-10-02 16:57:30,38.97,23,6897,144,3,-0.01,85
One,2016-10-02 16:57:31,38.98,23,6901,143,3,-0.01,85
One,2016-10-02 16:57:32,39.00,23,6904,143,3,-0.01,84
One,2016-10-02 16:57:33,39.02,23,6907,142,3,0,85
One,2016-10-02 16:57:34,39.03,23,6909,142,3,0,89
One,2016-10-02 16:57:35,39.05,23,6912,141,3,0,83
One,2016-10-02 16:57:36,39.07,23,6915,141,3,0,83
One,2016-10-02 16:57:37,39.08,23,6915,141,3,-0.01,83
One,2016-10-02 16:57:38,39.10,23,6921,140,3,-0.01,83
One,2016-10-02 16:57:39,39.12,23,6924,139,3,-0.01,83
One,2016-10-02 16:57:40,39.13,23,6926,139,3,-0.01,84
One,2016-10-02 16:57:41,39.15,23,6929,140,3,-0.01,84
One,2016-10-02 16:57:42,39.17,23,6932,140,3,-0.01,84
One,2016-10-02 16:57:43,39.18,23,6935,140,3,-0.01,84
One,2016-10-02 16:57:44,39.20,23,6939,140,3,-0.01,84
One,2016-10-02 16:57:45,39.22,22,6941,140,3,-0.03,84
One,2016-10-02 16:57:46,39.23,22,6944,140,3,-0.03,84
One,2016-10-02 16:57:47,39.25,22,6948,140,3,-0.03,86
One,2016-10-02 16:57:48,39.27,22,6951,140,3,-0.03,85
One,2016-10-02 16:57:49,39.28,22,6955,140,3,-0.03,85
One,2016-10-02 16:57:50,39.30,22,6955,140,3,-0.03,85
One,2016-10-02 16:57:51,39.32,22,6962,140,3,-0.03,85
One,2016-10-02 16:57:52,39.33,22,6965,141,3,-0.03,85
One,2016-10-02 16:57:53,39.35,22,6968,141,3,-0.03,89
One,2016-10-02 16:57:54,39.37,22,6971,141,3,-0.03,85
One,2016-10-02 16:57:55,39.38,22,6975,141,3,-0.03,86
One,2016-10-02 16:57:56,39.40,22,6978,142,3,-0.03,85
One,2016-10-02 16:57:57,39.42,21,6982,142,3,-0.03,92
One,2016-10-02 16:57:58,39.43,21,6982,142,3,-0.03,87
One,2016-10-02 16:57:59,39.45,21,6982,140,3,-0.03,89
One,2016-10-02 16:58:00,39.47,21,6991,140,3,-0.03,87
One,2016-10-02 16:58:01,39.48,21,6994,138,3,-0.03,86
One,2016-10-02 16:58:02,39.50,21,6997,137,3,-0.03,85
One,2016-10-02 16:58:03,39.52,21,7000,137,3,-0.03,85
One,2016-10-02 16:58:04,39.53,21,7002,137,3,-0.03,85
One,2016-10-02 16:58:05,39.55,21,7005,138,3,-0.05,85
One,2016-10-02 16:58:06,39.57,21,7008,138,3,-0.05,86
One,2016-10-02 16:58:07,39.58,21,7008,139,3,-0.05,87
One,2016-10-02 16:58:08,39.60,21,7013,139,3,-0.05,86
One,2016-10-02 16:58:09,39.62,21,7017,139,3,-0.05,86
One,2016-10-02 16:58:10,39.63,21,7020,139,3,-0.05,85
