Run,LocalTime,Time,Altitude,Distance,HeartRate,Speed,VerticalSpeed,Cadence
One,2016-10-02 16:31:42,13.12,25,2287,135,3.3,0,84
One,2016-10-02 16:31:43,13.13,25,2290,136,3.2,0,84
One,2016-10-02 16:31:44,13.15,25,2293,137,3.2,0,84
One,2016-10-02 16:31:45,13.17,24,2296,138,3.2,0,84
One,2016-10-02 16:31:46,13.18,24,2299,138,3.2,0,84
One,2016-10-02 16:31:47,13.20,24,2302,138,3.2,0,84
One,2016-10-02 16:31:48,13.22,24,2305,137,3.2,0,83
One,2016-10-02 16:31:49,13.23,25,2308,136,3.2,0,85
One,2016-10-02 16:31:50,13.25,25,2312,135,3.2,0,83
One,2016-10-02 16:31:51,13.27,24,2316,134,3.3,-0.01,83
One,2016-10-02 16:31:52,13.28,24,2319,134,3.3,-0.01,83
One,2016-10-02 16:31:53,13.30,24,2322,134,3.3,-0.01,83
One,2016-10-02 16:31:54,13.32,24,2325,134,3.2,-0.01,83
One,2016-10-02 16:31:55,13.33,24,2327,134,3.2,-0.01,89
One,2016-10-02 16:31:56,13.35,24,2330,134,3.2,-0.01,84
One,2016-10-02 16:31:57,13.37,24,2332,134,3.1,-0.01,80
One,2016-10-02 16:31:58,13.38,24,2335,135,3.1,-0.01,81
One,2016-10-02 16:31:59,13.40,24,2335,135,3,-0.01,82
One,2016-10-02 16:32:00,13.42,23,2338,135,2.9,-0.01,83
One,2016-10-02 16:32:01,13.43,23,2340,136,2.9,-0.01,84
One,2016-10-02 16:32:02,13.45,23,2340,136,2.8,-0.01,85
One,2016-10-02 16:32:03,13.47,23,2344,135,2.8,-0.03,85
One,2016-10-02 16:32:04,13.48,23,2347,135,2.8,-0.03,85
One,2016-10-02 16:32:05,13.50,23,2349,135,2.8,-0.03,85
One,2016-10-02 16:32:06,13.52,23,2352,135,2.8,-0.05,85
One,2016-10-02 16:32:07,13.53,23,2354,135,2.8,-0.05,85
One,2016-10-02 16:32:08,13.55,23,2358,135,2.8,-0.05,85
One,2016-10-02 16:32:09,13.57,23,2361,135,2.8,-0.05,85
One,2016-10-02 16:32:10,13.58,23,2364,135,2.8,-0.05,86
One,2016-10-02 16:32:11,13.60,23,2367,136,2.8,-0.05,86
One,2016-10-02 16:32:12,13.62,23,2370,136,2.9,-0.05,86
One,2016-10-02 16:32:13,13.63,23,2373,136,2.9,-0.05,86
One,2016-10-02 16:32:14,13.65,23,2376,136,2.9,-0.05,90
One,2016-10-02 16:32:15,13.67,23,2379,137,2.9,-0.05,85
One,2016-10-02 16:32:16,13.68,23,2382,137,2.9,-0.05,85
One,2016-10-02 16:32:17,13.70,23,2385,137,2.9,-0.05,85
One,2016-10-02 16:32:18,13.72,23,2387,137,2.9,-0.05,85
One,2016-10-02 16:32:19,13.73,23,2390,137,2.9,-0.05,84
One,2016-10-02 16:32:20,13.75,23,2393,137,2.9,-0.05,85
One,2016-10-02 16:32:21,13.77,23,2395,138,2.8,-0.05,85
One,2016-10-02 16:32:22,13.78,23,2398,138,2.8,-0.05,85
One,2016-10-02 16:32:23,13.80,22,2401,139,2.8,-0.05,85
One,2016-10-02 16:32:24,13.82,22,2404,140,2.8,-0.05,85
One,2016-10-02 16:32:25,13.83,22,2406,141,2.8,-0.05,85
One,2016-10-02 16:32:26,13.85,22,2408,141,2.8,-0.05,85
One,2016-10-02 16:32:27,13.87,22,2411,140,2.8,-0.05,84
One,2016-10-02 16:32:28,13.88,22,2414,140,2.8,-0.05,85
One,2016-10-02 16:32:29,13.90,22,2417,139,2.8,-0.03,85
One,2016-10-02 16:32:30,13.92,22,2420,138,2.8,-0.03,90
One,2016-10-02 16:32:31,13.93,21,2423,138,2.8,-0.03,84
One,2016-10-02 16:32:32,13.95,21,2426,137,2.8,-0.05,85
One,2016-10-02 16:32:33,13.97,21,2429,137,2.8,-0.05,90
One,2016-10-02 16:32:34,13.98,21,2432,138,2.8,-0.05,83
One,2016-10-02 16:32:35,14.00,21,2434,138,2.8,-0.05,84
One,2016-10-02 16:32:36,14.02,21,2437,138,2.8,-0.06,84
One,2016-10-02 16:32:37,14.03,21,2440,138,2.8,-0.06,83
One,2016-10-02 16:32:38,14.05,21,2444,138,2.8,-0.06,84
One,2016-10-02 16:32:39,14.07,21,2447,137,2.9,-0.06,84
One,2016-10-02 16:32:40,14.08,21,2450,137,2.9,-0.06,86
One,2016-10-02 16:32:41,14.10,20,2453,138,2.9,-0.08,85
One,2016-10-02 16:32:42,14.12,20,2457,138,2.9,-0.08,85
One,2016-10-02 16:32:43,14.13,20,2460,138,2.9,-0.08,85
One,2016-10-02 16:32:44,14.15,20,2463,138,2.9,-0.08,85
One,2016-10-02 16:32:45,14.17,20,2466,139,2.9,-0.08,85
One,2016-10-02 16:32:46,14.18,19,2470,139,2.9,-0.08,85
One,2016-10-02 16:32:47,14.20,19,2473,139,3,-0.1,85
One,2016-10-02 16:32:48,14.22,19,2477,139,3,-0.1,85
One,2016-10-02 16:32:49,14.23,19,2480,139,3,-0.1,86
One,2016-10-02 16:32:50,14.25,19,2483,139,3,-0.1,86
One,2016-10-02 16:32:51,14.27,19,2487,139,3,-0.1,86
One,2016-10-02 16:32:52,14.28,19,2490,139,3,-0.11,92
One,2016-10-02 16:32:53,14.30,19,2494,138,3,-0.11,85
One,2016-10-02 16:32:54,14.32,19,2498,138,3,-0.11,87
One,2016-10-02 16:32:55,14.33,19,2501,138,3,-0.11,85
One,2016-10-02 16:32:56,14.35,18,2504,138,3,-0.11,85
One,2016-10-02 16:32:57,14.37,18,2507,139,3,-0.11,84
One,2016-10-02 16:32:58,14.38,18,2510,139,3,-0.11,90
One,2016-10-02 16:32:59,14.40,18,2514,138,3,-0.11,83
One,2016-10-02 16:33:00,14.42,19,2517,138,3,-0.11,85
One,2016-10-02 16:33:01,14.43,18,2521,137,3.1,-0.11,84
One,2016-10-02 16:33:02,14.45,18,2524,137,3.1,-0.11,84
One,2016-10-02 16:33:03,14.47,18,2526,138,3,-0.11,84
One,2016-10-02 16:33:04,14.48,18,2529,138,3,-0.11,85
One,2016-10-02 16:33:05,14.50,18,2533,139,3,-0.11,85
One,2016-10-02 16:33:06,14.52,18,2536,140,3,-0.11,85
One,2016-10-02 16:33:07,14.53,18,2539,140,3,-0.11,85
One,2016-10-02 16:33:08,14.55,18,2542,140,3,-0.1,85
One,2016-10-02 16:33:09,14.57,17,2545,140,3.1,-0.1,85
One,2016-10-02 16:33:10,14.58,17,2549,139,3.1,-0.1,85
One,2016-10-02 16:33:11,14.60,17,2552,139,3.1,-0.1,88
One,2016-10-02 16:33:12,14.62,17,2555,139,3.1,-0.1,82
One,2016-10-02 16:33:13,14.63,17,2558,137,3.1,-0.1,82
One,2016-10-02 16:33:14,14.65,17,2561,137,3.1,-0.08,83
One,2016-10-02 16:33:15,14.67,17,2563,137,3,-0.08,82
One,2016-10-02 16:33:16,14.68,17,2565,137,3,-0.08,84
One,2016-10-02 16:33:17,14.70,17,2569,137,3,-0.08,86
One,2016-10-02 16:33:18,14.72,17,2572,138,3.1,-0.06,86
One,2016-10-02 16:33:19,14.73,16,2576,139,3.1,-0.06,86
One,2016-10-02 16:33:20,14.75,16,2580,139,3.1,-0.06,86
One,2016-10-02 16:33:21,14.77,17,2583,139,3.1,-0.06,86
One,2016-10-02 16:33:22,14.78,17,2586,140,3.1,-0.06,85
One,2016-10-02 16:33:23,14.80,17,2589,140,3.1,-0.06,85
One,2016-10-02 16:33:24,14.82,17,2593,141,3.1,-0.08,84
One,2016-10-02 16:33:25,14.83,16,2597,141,3.1,-0.08,84
One,2016-10-02 16:33:26,14.85,16,2601,141,3.1,-0.08,90
One,2016-10-02 16:33:27,14.87,16,2604,142,3.2,-0.08,85
One,2016-10-02 16:33:28,14.88,16,2607,143,3.2,-0.08,85
One,2016-10-02 16:33:29,14.90,16,2610,143,3.2,-0.08,85
One,2016-10-02 16:33:30,14.92,16,2613,143,3.2,-0.06,92
One,2016-10-02 16:33:31,14.93,16,2617,143,3.2,-0.06,86
One,2016-10-02 16:33:32,14.95,16,2620,143,3.2,-0.06,86
One,2016-10-02 16:33:33,14.97,16,2623,143,3.2,-0.06,86
One,2016-10-02 16:33:34,14.98,16,2626,143,3.2,-0.06,86
One,2016-10-02 16:33:35,15.00,16,2629,143,3.2,-0.06,85
One,2016-10-02 16:33:36,15.02,16,2632,143,3.1,-0.06,85
One,2016-10-02 16:33:37,15.03,15,2635,143,3.1,-0.06,85
One,2016-10-02 16:33:38,15.05,15,2638,142,3.1,-0.06,86
One,2016-10-02 16:33:39,15.07,15,2641,142,3.1,-0.06,85
One,2016-10-02 16:33:40,15.08,15,2645,143,3.1,-0.06,85
One,2016-10-02 16:33:41,15.10,15,2648,143,3.1,-0.06,86
One,2016-10-02 16:33:42,15.12,15,2651,143,3.1,-0.06,86
One,2016-10-02 16:33:43,15.13,15,2654,143,3.1,-0.06,85
One,2016-10-02 16:33:44,15.15,15,2657,143,3.1,-0.06,86
One,2016-10-02 16:33:45,15.17,14,2661,144,3.2,-0.06,85
One,2016-10-02 16:33:46,15.18,14,2664,143,3.2,-0.06,85
One,2016-10-02 16:33:47,15.20,14,2667,143,3.2,-0.06,85
One,2016-10-02 16:33:48,15.22,14,2670,143,3.1,-0.06,85
One,2016-10-02 16:33:49,15.23,14,2673,143,3.1,-0.06,86
One,2016-10-02 16:33:50,15.25,14,2675,143,3.1,-0.06,86
One,2016-10-02 16:33:51,15.27,13,2678,143,3.1,-0.06,85
One,2016-10-02 16:33:52,15.28,13,2681,143,3.1,-0.06,85
One,2016-10-02 16:33:53,15.30,13,2684,142,3.1,-0.06,85
One,2016-10-02 16:33:54,15.32,13,2687,142,3.1,-0.08,84
One,2016-10-02 16:33:55,15.33,13,2690,141,3.1,-0.08,90
One,2016-10-02 16:33:56,15.35,13,2693,141,3.1,-0.1,83
One,2016-10-02 16:33:57,15.37,13,2696,141,3.1,-0.1,83
One,2016-10-02 16:33:58,15.38,13,2700,142,3.1,-0.1,84
One,2016-10-02 16:33:59,15.40,13,2703,142,3.1,-0.11,85
One,2016-10-02 16:34:00,15.42,13,2707,142,3.2,-0.11,84
One,2016-10-02 16:34:01,15.43,13,2710,142,3.2,-0.1,87
One,2016-10-02 16:34:02,15.45,13,2713,142,3.2,-0.1,86
One,2016-10-02 16:34:03,15.47,13,2716,142,3.2,-0.1,86
One,2016-10-02 16:34:04,15.48,14,2719,142,3.2,-0.1,86
One,2016-10-02 16:34:05,15.50,14,2722,142,3.2,-0.1,86
One,2016-10-02 16:34:06,15.52,14,2725,142,3.2,-0.1,85
One,2016-10-02 16:34:07,15.53,14,2729,142,3.1,-0.1,83
One,2016-10-02 16:34:08,15.55,14,2732,143,3.2,-0.08,90
One,2016-10-02 16:34:09,15.57,14,2735,143,3.2,-0.08,83
One,2016-10-02 16:34:10,15.58,14,2739,143,3.2,-0.08,85
One,2016-10-02 16:34:11,15.60,14,2742,143,3.2,-0.06,84
One,2016-10-02 16:34:12,15.62,14,2745,143,3.2,-0.06,84
One,2016-10-02 16:34:13,15.63,14,2748,143,3.2,-0.05,85
One,2016-10-02 16:34:14,15.65,14,2751,144,3.2,-0.05,86
One,2016-10-02 16:34:15,15.67,14,2755,143,3.2,-0.05,86
One,2016-10-02 16:34:16,15.68,14,2757,142,3.2,-0.03,85
One,2016-10-02 16:34:17,15.70,14,2760,142,3.2,-0.01,85
One,2016-10-02 16:34:18,15.72,14,2763,142,3.2,-0.01,85
One,2016-10-02 16:34:19,15.73,14,2766,142,3.1,0,85
One,2016-10-02 16:34:20,15.75,14,2768,142,3.1,0,84
One,2016-10-02 16:34:21,15.77,14,2770,143,3,0,85
One,2016-10-02 16:34:22,15.78,15,2774,143,3.1,0.01,84
One,2016-10-02 16:34:23,15.80,15,2777,144,3.1,0.03,83
One,2016-10-02 16:34:24,15.82,15,2780,144,3.1,0.03,89
One,2016-10-02 16:34:25,15.83,15,2783,144,3.1,0.03,83
One,2016-10-02 16:34:26,15.85,15,2786,144,3.1,0.03,83
One,2016-10-02 16:34:27,15.87,15,2789,145,3.1,0.05,89
One,2016-10-02 16:34:28,15.88,15,2793,145,3.1,0.05,82
One,2016-10-02 16:34:29,15.90,15,2796,145,3.1,0.05,84
One,2016-10-02 16:34:30,15.92,15,2799,146,3.1,0.05,83
One,2016-10-02 16:34:31,15.93,15,2802,146,3.1,0.06,84
One,2016-10-02 16:34:32,15.95,15,2806,146,3.1,0.05,83
One,2016-10-02 16:34:33,15.97,15,2809,146,3.1,0.05,84
One,2016-10-02 16:34:34,15.98,15,2812,146,3.1,0.05,84
One,2016-10-02 16:34:35,16.00,15,2814,145,3.1,0.05,84
One,2016-10-02 16:34:36,16.02,15,2817,145,3.1,0.05,84
One,2016-10-02 16:34:37,16.03,15,2820,146,3.1,0.03,84
One,2016-10-02 16:34:38,16.05,15,2824,146,3.1,0.03,83
One,2016-10-02 16:34:39,16.07,15,2827,146,3.1,0.03,86
One,2016-10-02 16:34:40,16.08,15,2830,146,3.1,0.03,84
One,2016-10-02 16:34:41,16.10,15,2834,146,3.1,0.03,85
One,2016-10-02 16:34:42,16.12,15,2837,145,3.1,0.03,84
One,2016-10-02 16:34:43,16.13,15,2839,145,3.1,0.03,85
One,2016-10-02 16:34:44,16.15,15,2842,145,3.1,0.01,85
One,2016-10-02 16:34:45,16.17,15,2845,145,3.1,0.01,84
One,2016-10-02 16:34:46,16.18,15,2848,145,3.1,0.01,90
One,2016-10-02 16:34:47,16.20,15,2851,144,3.1,0.01,83
One,2016-10-02 16:34:48,16.22,15,2854,144,3.1,0.01,84
One,2016-10-02 16:34:49,16.23,15,2857,145,3,0.01,84
One,2016-10-02 16:34:50,16.25,15,2860,145,3,0.01,84
One,2016-10-02 16:34:51,16.27,15,2862,144,3,0.01,84
One,2016-10-02 16:34:52,16.28,15,2865,144,3,0.01,90
One,2016-10-02 16:34:53,16.30,15,2869,143,3,0.01,86
One,2016-10-02 16:34:54,16.32,15,2872,143,3,0.01,81
One,2016-10-02 16:34:55,16.33,15,2875,143,3.1,0.01,83
One,2016-10-02 16:34:56,16.35,15,2879,143,3.1,0.01,84
One,2016-10-02 16:34:57,16.37,15,2882,143,3.1,0.01,84
One,2016-10-02 16:34:58,16.38,15,2885,142,3.1,0.01,84
One,2016-10-02 16:34:59,16.40,15,2888,142,3.1,0.01,85
One,2016-10-02 16:35:00,16.42,15,2891,142,3.1,0.01,85
One,2016-10-02 16:35:01,16.43,15,2895,142,3.1,0.01,82
One,2016-10-02 16:35:02,16.45,15,2898,142,3.1,0.01,82
One,2016-10-02 16:35:03,16.47,15,2901,143,3.1,0.01,82
One,2016-10-02 16:35:04,16.48,15,2904,143,3.1,0,82
One,2016-10-02 16:35:05,16.50,15,2907,143,3.1,0,87
One,2016-10-02 16:35:06,16.52,15,2910,143,3.1,0,81
One,2016-10-02 16:35:07,16.53,15,2913,144,3.1,0,83
One,2016-10-02 16:35:08,16.55,15,2916,144,3.1,0,83
One,2016-10-02 16:35:09,16.57,15,2920,144,3.1,0,83
One,2016-10-02 16:35:10,16.58,15,2923,144,3.1,0,83
One,2016-10-02 16:35:11,16.60,15,2925,145,3.1,0,85
One,2016-10-02 16:35:12,16.62,15,2928,145,3.1,0,85
One,2016-10-02 16:35:13,16.63,15,2931,146,3.1,0,86
One,2016-10-02 16:35:14,16.65,15,2934,146,3.1,0,86
One,2016-10-02 16:35:15,16.67,15,2937,146,3.1,0,86
One,2016-10-02 16:35:16,16.68,15,2939,146,3,0,87
One,2016-10-02 16:35:17,16.70,15,2942,146,3,0,86
One,2016-10-02 16:35:18,16.72,15,2945,146,3,0,86
One,2016-10-02 16:35:19,16.73,15,2947,146,3,0,86
One,2016-10-02 16:35:20,16.75,15,2950,147,3,0,86
One,2016-10-02 16:35:21,16.77,16,2953,146,3,0,85
One,2016-10-02 16:35:22,16.78,16,2956,146,3,0,92
One,2016-10-02 16:35:23,16.80,16,2959,147,3,0,87
One,2016-10-02 16:35:24,16.82,16,2962,148,3,0,92
One,2016-10-02 16:35:25,16.83,16,2965,149,3,0,84
One,2016-10-02 16:35:26,16.85,16,2968,149,3,0,84
One,2016-10-02 16:35:27,16.87,16,2971,150,3,0.01,83
One,2016-10-02 16:35:28,16.88,16,2974,150,3,0.01,83
One,2016-10-02 16:35:29,16.90,16,2977,150,3,0.01,83
One,2016-10-02 16:35:30,16.92,16,2980,151,3,0.01,85
One,2016-10-02 16:35:31,16.93,16,2983,151,3,0.01,85
One,2016-10-02 16:35:32,16.95,16,2986,152,3,0.03,85
One,2016-10-02 16:35:33,16.97,16,2989,152,3,0.03,85
One,2016-10-02 16:35:34,16.98,16,2992,152,3,0.03,85
One,2016-10-02 16:35:35,17.00,16,2995,152,3,0.03,84
One,2016-10-02 16:35:36,17.02,16,2998,152,3,0.03,84
One,2016-10-02 16:35:37,17.03,16,3001,153,3,0.03,84
One,2016-10-02 16:35:38,17.05,16,3004,152,3,0.03,84
One,2016-10-02 16:35:39,17.07,16,3007,152,3,0.03,83
One,2016-10-02 16:35:40,17.08,16,3010,152,3,0.03,84
One,2016-10-02 16:35:41,17.10,17,3012,152,3,0.03,84
One,2016-10-02 16:35:42,17.12,17,3015,150,3,0.03,84
One,2016-10-02 16:35:43,17.13,16,3018,150,3,0.03,90
One,2016-10-02 16:35:44,17.15,16,3021,149,3,0.03,85
One,2016-10-02 16:35:45,17.17,17,3025,149,3,0.03,86
One,2016-10-02 16:35:46,17.18,17,3028,149,3,0.03,84
One,2016-10-02 16:35:47,17.20,17,3031,149,3,0.03,84
One,2016-10-02 16:35:48,17.22,17,3034,149,3,0.03,84
One,2016-10-02 16:35:49,17.23,17,3037,149,3,0.03,84
One,2016-10-02 16:35:50,17.25,17,3040,149,3,0.03,84
One,2016-10-02 16:35:51,17.27,17,3043,149,3,0.03,84
One,2016-10-02 16:35:52,17.28,17,3046,149,3,0.03,90
One,2016-10-02 16:35:53,17.30,17,3049,149,3,0.03,84
One,2016-10-02 16:35:54,17.32,17,3052,149,3,0.03,84
One,2016-10-02 16:35:55,17.33,17,3055,150,3,0.03,84
One,2016-10-02 16:35:56,17.35,17,3058,150,3,0.03,84
One,2016-10-02 16:35:57,17.37,17,3061,149,3,0.01,84
One,2016-10-02 16:35:58,17.38,17,3064,149,3,0.01,83
One,2016-10-02 16:35:59,17.40,17,3067,148,3,0.01,85
One,2016-10-02 16:36:00,17.42,17,3070,148,3,0.01,84
One,2016-10-02 16:36:01,17.43,17,3073,148,3,0.01,83
One,2016-10-02 16:36:02,17.45,16,3076,147,3,0.01,89
One,2016-10-02 16:36:03,17.47,16,3078,146,3,0.01,81
One,2016-10-02 16:36:04,17.48,16,3081,145,3,0.01,83
One,2016-10-02 16:36:05,17.50,16,3084,145,3,0.01,82
One,2016-10-02 16:36:06,17.52,16,3087,145,3,0.01,82
One,2016-10-02 16:36:07,17.53,15,3090,145,3,0.01,82
One,2016-10-02 16:36:08,17.55,15,3093,145,3,0.01,85
One,2016-10-02 16:36:09,17.57,15,3097,144,3,0,84
One,2016-10-02 16:36:10,17.58,15,3100,144,3,0,85
One,2016-10-02 16:36:11,17.60,15,3103,144,3,0,85
One,2016-10-02 16:36:12,17.62,15,3106,144,3,-0.01,85
One,2016-10-02 16:36:13,17.63,15,3109,144,3,-0.01,85
One,2016-10-02 16:36:14,17.65,15,3113,144,3,-0.03,85
One,2016-10-02 16:36:15,17.67,15,3116,144,3,-0.03,85
One,2016-10-02 16:36:16,17.68,14,3118,144,3,-0.05,85
One,2016-10-02 16:36:17,17.70,14,3121,144,3,-0.05,85
One,2016-10-02 16:36:18,17.72,14,3124,144,3,-0.05,84
One,2016-10-02 16:36:19,17.73,14,3127,144,3,-0.06,85
One,2016-10-02 16:36:20,17.75,14,3131,145,3,-0.06,84
One,2016-10-02 16:36:21,17.77,14,3134,145,3,-0.06,88
One,2016-10-02 16:36:22,17.78,14,3137,143,3,-0.06,85
One,2016-10-02 16:36:23,17.80,14,3140,140,3,-0.08,80
One,2016-10-02 16:36:24,17.82,14,3143,139,3,-0.08,81
One,2016-10-02 16:36:25,17.83,13,3145,139,3,-0.08,82
One,2016-10-02 16:36:26,17.85,13,3148,139,3,-0.1,84
One,2016-10-02 16:36:27,17.87,13,3151,139,3,-0.1,84
One,2016-10-02 16:36:28,17.88,13,3154,140,3,-0.1,84
One,2016-10-02 16:36:29,17.90,13,3157,140,3,-0.1,86
One,2016-10-02 16:36:30,17.92,13,3160,140,3,-0.11,86
One,2016-10-02 16:36:31,17.93,13,3163,141,3,-0.11,87
One,2016-10-02 16:36:32,17.95,13,3166,141,3,-0.11,86
One,2016-10-02 16:36:33,17.97,13,3169,141,3,-0.1,86
One,2016-10-02 16:36:34,17.98,13,3172,141,3,-0.1,86
One,2016-10-02 16:36:35,18.00,13,3175,142,3,-0.1,85
One,2016-10-02 16:36:36,18.02,13,3179,142,3,-0.1,84
One,2016-10-02 16:36:37,18.03,13,3182,142,3,-0.08,84
One,2016-10-02 16:36:38,18.05,13,3185,142,3,-0.08,84
One,2016-10-02 16:36:39,18.07,13,3188,142,3,-0.08,83
One,2016-10-02 16:36:40,18.08,13,3191,142,3,-0.08,90
One,2016-10-02 16:36:41,18.10,13,3194,142,3,-0.06,81
One,2016-10-02 16:36:42,18.12,13,3197,142,3,-0.06,81
One,2016-10-02 16:36:43,18.13,13,3200,142,3,-0.06,81
One,2016-10-02 16:36:44,18.15,13,3203,142,3,-0.06,81
One,2016-10-02 16:36:45,18.17,13,3205,142,3,-0.05,81
One,2016-10-02 16:36:46,18.18,12,3208,141,3,-0.05,84
One,2016-10-02 16:36:47,18.20,13,3211,141,3,-0.05,84
One,2016-10-02 16:36:48,18.22,13,3213,140,3,-0.05,84
One,2016-10-02 16:36:49,18.23,13,3216,140,3,-0.05,84
One,2016-10-02 16:36:51,18.25,13,3219,140,3,-0.05,85
One,2016-10-02 16:36:51,18.27,13,3219,140,3,-0.05,85
One,2016-10-02 16:36:51,18.28,13,3219,140,3,-0.05,84
One,2016-10-02 16:36:52,18.30,13,3225,140,3,-0.05,89
One,2016-10-02 16:36:53,18.32,13,3229,141,3,-0.05,81
One,2016-10-02 16:36:54,18.33,13,3232,142,3,-0.05,82
One,2016-10-02 16:36:55,18.35,13,3235,143,3,-0.05,83
One,2016-10-02 16:36:56,18.37,13,3238,143,3,-0.05,82
One,2016-10-02 16:36:57,18.38,12,3242,143,3,-0.03,83
One,2016-10-02 16:36:58,18.40,12,3245,143,3,-0.03,83
One,2016-10-02 16:36:59,18.42,12,3248,144,3,-0.03,82
One,2016-10-02 16:37:00,18.43,12,3251,144,3,-0.03,87
One,2016-10-02 16:37:01,18.45,12,3255,144,3.1,-0.03,80
One,2016-10-02 16:37:02,18.47,12,3258,143,3.1,-0.01,80
One,2016-10-02 16:37:03,18.48,12,3261,143,3.1,-0.01,80
One,2016-10-02 16:37:04,18.50,12,3264,142,3.1,-0.01,80
One,2016-10-02 16:37:05,18.52,12,3267,141,3.1,-0.01,83
One,2016-10-02 16:37:06,18.53,12,3270,140,3.1,-0.03,83
One,2016-10-02 16:37:07,18.55,12,3273,139,3.1,-0.03,83
One,2016-10-02 16:37:08,18.57,12,3276,139,3,-0.03,83
One,2016-10-02 16:37:09,18.58,12,3279,140,3,-0.03,83
One,2016-10-02 16:37:10,18.60,12,3282,140,3,-0.03,83
One,2016-10-02 16:37:11,18.62,12,3285,140,3,-0.03,83
One,2016-10-02 16:37:12,18.63,12,3287,141,3,-0.03,83
One,2016-10-02 16:37:13,18.65,12,3290,141,3,-0.03,83
One,2016-10-02 16:37:14,18.67,12,3293,141,3,-0.03,83
One,2016-10-02 16:37:15,18.68,12,3296,141,3,-0.03,83
One,2016-10-02 16:37:16,18.70,12,3300,141,3,-0.03,83
One,2016-10-02 16:37:17,18.72,12,3302,142,3,-0.03,83
One,2016-10-02 16:37:18,18.73,12,3305,142,3,-0.03,88
One,2016-10-02 16:37:19,18.75,12,3308,141,3,-0.03,81
One,2016-10-02 16:37:20,18.77,12,3311,141,3,-0.01,82
One,2016-10-02 16:37:21,18.78,12,3314,141,3,-0.01,86
One,2016-10-02 16:37:22,18.80,12,3317,142,3,-0.01,80
One,2016-10-02 16:37:23,18.82,12,3320,142,3,-0.01,81
One,2016-10-02 16:37:24,18.83,12,3323,142,3,-0.01,82
One,2016-10-02 16:37:25,18.85,12,3326,142,3,-0.01,82
One,2016-10-02 16:37:26,18.87,12,3328,143,3,-0.01,83
One,2016-10-02 16:37:27,18.88,12,3331,143,3,-0.01,83
One,2016-10-02 16:37:28,18.90,12,3334,143,3,0,83
One,2016-10-02 16:37:29,18.92,12,3337,143,3,0,83
One,2016-10-02 16:37:30,18.93,12,3340,143,3,0,83
One,2016-10-02 16:37:31,18.95,12,3342,143,3,0,83
One,2016-10-02 16:37:32,18.97,12,3345,143,3,0,83
One,2016-10-02 16:37:33,18.98,12,3348,142,3,0,83
One,2016-10-02 16:37:34,19.00,12,3351,142,3,0,84
One,2016-10-02 16:37:35,19.02,12,3354,142,3,0,83
One,2016-10-02 16:37:36,19.03,12,3357,143,3,0,83
One,2016-10-02 16:37:37,19.05,12,3360,143,3,0,89
One,2016-10-02 16:37:38,19.07,12,3363,144,3,0,82
One,2016-10-02 16:37:39,19.08,12,3366,145,3,0,83
One,2016-10-02 16:37:40,19.10,12,3368,146,3,0,83
One,2016-10-02 16:37:41,19.12,12,3371,146,3,0.01,83
One,2016-10-02 16:37:42,19.13,13,3374,146,3,0.01,84
One,2016-10-02 16:37:43,19.15,13,3377,146,3,0.01,84
One,2016-10-02 16:37:44,19.17,13,3379,146,3,0.01,84
One,2016-10-02 16:37:45,19.18,13,3382,145,3,0.01,84
One,2016-10-02 16:37:46,19.20,13,3385,145,3,0.01,84
One,2016-10-02 16:37:47,19.22,13,3388,145,3,0.01,84
One,2016-10-02 16:37:48,19.23,13,3391,146,3,0.01,84
One,2016-10-02 16:37:49,19.25,12,3395,146,3,0.01,83
One,2016-10-02 16:37:50,19.27,12,3399,146,3,0.01,84
One,2016-10-02 16:37:51,19.28,12,3402,145,3,0.01,83
One,2016-10-02 16:37:52,19.30,12,3406,145,3,0.01,89
One,2016-10-02 16:37:53,19.32,12,3408,145,3,0.01,83
One,2016-10-02 16:37:54,19.33,12,3411,145,3,0,85
One,2016-10-02 16:37:55,19.35,12,3414,145,3,0,83
One,2016-10-02 16:37:56,19.37,12,3417,145,3,0,90
One,2016-10-02 16:37:57,19.38,12,3419,144,3,0,82
One,2016-10-02 16:37:58,19.40,12,3422,143,3,0,83
One,2016-10-02 16:37:59,19.42,12,3425,143,3,0,84
One,2016-10-02 16:38:00,19.43,12,3428,143,3,0,90
One,2016-10-02 16:38:01,19.45,12,3431,143,3,0,84
One,2016-10-02 16:38:02,19.47,12,3433,143,3,0,84
One,2016-10-02 16:38:03,19.48,12,3436,144,3,0,84
One,2016-10-02 16:38:04,19.50,12,3438,144,3,0,84
One,2016-10-02 16:38:05,19.52,12,3441,144,3,0,84
One,2016-10-02 16:38:06,19.53,12,3444,144,3,-0.01,85
One,2016-10-02 16:38:07,19.55,13,3447,143,3,-0.01,85
One,2016-10-02 16:38:08,19.57,13,3449,143,2.9,-0.01,85
One,2016-10-02 16:38:09,19.58,13,3452,143,2.9,0,85
One,2016-10-02 16:38:10,19.60,13,3455,144,2.9,0,85
One,2016-10-02 16:38:11,19.62,13,3458,144,2.9,0,86
One,2016-10-02 16:38:12,19.63,13,3462,144,3,0,87
One,2016-10-02 16:38:13,19.65,13,3465,145,3,0,86
One,2016-10-02 16:38:14,19.67,13,3468,145,3,0,87
One,2016-10-02 16:38:15,19.68,13,3471,145,3,0,94
One,2016-10-02 16:38:16,19.70,12,3474,145,3,0,86
